Desc Bibliothèque;Desc Statut Exemplaire;ID Statut Exemplaire;Titre;No de Notice BIB;Desc4;Desc5;Auteur;Date Publication;Desc Format
BU St-Jean;En rayon;19;Les^fauteuils d'Owen;24324;PPN059507497;;Braye, Stéphane (1976-....);2001;Books
BU St-Jean;En rayon;19;Les^femmes;33839;PPN011569743;;;1975;Books
BU St-Jean;En rayon;19;Les^femmes dans l'histoire;72267;PPN095972765;;Rendez-vous de l'histoire de Blois;2005;Books
BU St-Jean;En rayon;19;Les^femmes dans la société française au 20e siècle;38593;PPN074333542;;Bard, Christine (1965-....);2003;Books
BU St-Jean;En rayon;19;Les^femmes dans la société française au 20e siècle;109023;PPN055218148;;Bard, Christine (1965-....);2001;Books
BU St-Jean;En rayon;19;Les^femmes en France, 1985-1995;129235;PPN003382753;;France. Service des droits des femmes et de l'égalité;1994;Books
BU St-Jean;En rayon;19;Les^femmes entrepreneurs en France;13653;PPN049647415;;Duchéneaut, Bertrand (1946-....);2000;Books
BU St-Jean;En rayon;19;Les^femmes et la Révolution;77963;PPN013050036;;;1971;Books
BU St-Jean;En rayon;19;Les^femmes et la folie;79121;PPN000079367;;Chesler, Phyllis;1975;Books
BU St-Jean;En rayon;19;Les^femmes et la vie ordinaire;83478;PPN098503014;;Lasch, Christopher (1932-1994);2006;Books
BU St-Jean;En rayon;19;Les^femmes et le sens de l'honneur;406264;PPN094275130;;Rich, Adrienne Cecile (1929-2012);1979;Books
BU St-Jean;En rayon;19;Les^femmes et le travail du Moyen Age à nos jours;160209;PPN000077003;;;1975;Books
BU St-Jean;En rayon;19;Les^femmes ingénieurs;57593;PPN077902564;;Marry, Catherine;2004;Books
BU St-Jean;En rayon;19;Les^femmes ou les silences de l'histoire;86750;PPN059049464;;Perrot, Michelle (1928-....);2001;Books
BU St-Jean;En rayon;19;Les^ficelles du métier;31078;PPN061080462;;Becker, Howard Saul (1928-....);2002;Books
BU St-Jean;En rayon;19;Les^fiches outils de la création d'entreprise;397232;PPN190782722;;;2015;Books
BU St-Jean;En rayon;19;Les^fiches outils des réseaux sociaux;358177;PPN182135543;;Scheid, François (1964-....);2014;Books
BU St-Jean;En rayon;19;Les^fiches outils du webmarketing;357724;PPN184947561;;;2015;Books
BU St-Jean;En rayon;19;Les^fiches pratiques du patrimoine;34760;PPN070072221;;;2003;Books
BU St-Jean;En rayon;19;Les^figures de l'Autre;341398;PPN177067659;;Douville, Olivier (1953-....);2014;Books
BU St-Jean;En rayon;19;Les^figures de l'irréversibilité en économie;192907;PPN002376431;;;1991;Books
BU St-Jean;En rayon;19;Les^figures sociales du client;52074;PPN060905522;;;2002;Books
BU St-Jean;En rayon;19;Les^financements culturels européens;259626;PPN004325974;;France. Ministère de la culture et de la communication (1997-....). Département des affaires inter;1997;Books
BU St-Jean;En rayon;19;Les^finances communales;107449;PPN12274859X;;Bourdin, Joël (1938-....);2008;Books
BU St-Jean;En rayon;19;Les^finances de l'Etat;36681;PPN070709351;;Mattret, Jean-Bernard;2002;Books
BU St-Jean;En rayon;19;Les^finances de l'Union européenne;313320;PPN160107628;;Petit, Yves (1959-....);2012;Books
BU St-Jean;En rayon;19;Les^finances en province sous l'Ancien Régime;31137;PPN055346561;;;2000;Books
BU St-Jean;En rayon;19;Les^finances locales;84951;PPN110194403;;Bouvier, Michel (1945-....);2006;Books
BU St-Jean;En rayon;19;Les^finances locales;335087;PPN170125432;;Bouvier, Michel (1945-....);2013;Books
BU St-Jean;En rayon;19;Les^finances pontificales à l'époque du grand schisme d'Occident;199507;PPN004667018;;Favier, Jean (1932-2014);1966;Books
BU St-Jean;En rayon;19;Les^finances publiques;103285;PPN123537916;;Baziadoly, Sophie (1965-....) (juriste);2008;Books
BU St-Jean;En rayon;19;Les^finances publiques;309087;PPN150224850;;Mordacq, Frank;2011;Books
BU St-Jean;En rayon;19;Les^finances publiques;323993;PPN161955274;;;2012;Books
BU St-Jean;En rayon;19;Les^finances publiques;340021;PPN169854175;;Arkwright, Edward;2013;Books
BU St-Jean;En rayon;19;Les^finances publiques;422909;PPN231075626;;Mordacq, Frank;2018;Books
BU St-Jean;En rayon;19;Les^finances publiques de A à Z;42882;PPN004404637;;Paul, Michel (1943-....);1998;Books
BU St-Jean;En rayon;19;Les^finances publiques en Europe;95354;PPN115937331;;;2007;Books
BU St-Jean;En rayon;19;Les^finances publiques et la réforme budgétaire;138090;PPN138502994;;;2009;Books
BU St-Jean;En rayon;19;Les^finances régionales;233934;PPN003271013;;Blanc, Jacques (1945-....);1994;Books
BU St-Jean;En rayon;19;Les^finances sociales;33136;PPN055260667;;Pellet, Rémi;2001;Books
BU St-Jean;En rayon;19;Les^finances sociales, unité ou diversité ?;126218;PPN003643883;;Société française de finances publiques. Colloque;1995;Books
BU St-Jean;En rayon;19;Les^financiers détruiront-ils le capitalisme ?;307582;PPN154327581;;Boyer, Robert (1943-....);2011;Books
BU St-Jean;En rayon;19;Les^firmes chinoises et indiennes à la conquête de l'Europe ?;138731;PPN138033757;;Hay, Françoise (1947-....);2009;Books
BU St-Jean;En rayon;19;Les^firmes multinationales;75357;PPN10133933X;;Mazerolle, Fabrice (1956-....);2006;Books
BU St-Jean;En rayon;19;Les^firmes multinationales;128315;PPN003616649;;Delapierre, Michel;1994;Books
BU St-Jean;En rayon;19;Les^firmes multinationales et l'industrialisation des pays en voie de développement;167228;PPN041168305;;Ouedraogo, Ablassé;1981;Books
BU St-Jean;En rayon;19;Les^firmes multinationales et les échanges internes;167359;PPN041183312;;Duran, Bernard;1982;Books
BU St-Jean;En rayon;19;Les^fistules bucco-cervico-faciales;260734;260734;;Zablocki-Lisimachio, Lydia;1983;Books
BU St-Jean;En rayon;19;Les^fistules d'origine dentaire en denture temporaire;261245;261245;;Benattar, Gérard;1986;Books
BU St-Jean;En rayon;19;Les^fleurs;324274;PPN157391426;;Gailly, Christian (1943-....);2011;Books
BU St-Jean;En rayon;19;Les^fluctuations conjoncturelles;234254;PPN003940217;;Hairault, Jean-Olivier;1995;Books
BU St-Jean;En rayon;19;Les^fluctuations économiques;24456;PPN054059135;;Voisin, Michel (1949-....) (professeur d'histoire économique);2001;Books
BU St-Jean;En rayon;19;Les^fluctuations économiques;128317;PPN003686809;;Abraham-Frois, Gilbert;1995;Books
BU St-Jean;En rayon;19;Les^fonctions du conflit social;222997;PPN000541710;;Coser, Lewis A. (1913-....);1982;Books
BU St-Jean;En rayon;19;Les^fonctions mentales dans les sociétés inférieures;400261;PPN011637854;;Lévy-Bruhl, Lucien (1857-1939);1912;Books
BU St-Jean;En rayon;19;Les^fonctions sociales de l'enseignement scientifique;326669;PPN002171856;;Saint Martin, Monique de (1940-....);1971;Books
BU St-Jean;En rayon;19;Les^fondamentaux de l'assistant de gestion de PME-PMI--;252654;PPN024774421;;;1994;Books
BU St-Jean;En rayon;19;Les^fondamentaux de l'entreprise;58237;PPN082964505;;Boyer, André (1944-....Professeur);2004;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la fiscalité;18873;PPN055382681;;Schoenauer, Christian;2001;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la fiscalité;74022;PPN098247972;;Schoenauer, Christian;2006;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la négociation;61534;PPN082574596;;Bellenger, Lionel;2004;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la négociation;401484;PPN156726718;;Bellenger, Lionel (1947-....) (consultant);2011;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la négociation;420188;PPN20361934X;;Bellenger, Lionel (1947-....);2017;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la publicité;117232;PPN13099121X;;Burtenshaw, Ken;2008;Books
BU St-Jean;En rayon;19;Les^fondamentaux de la vente B. to B.;101351;PPN120085135;;Velu, Jean-Claude;2008;Books
BU St-Jean;En rayon;19;Les^fondamentaux du commerce;84083;PPN105615358;;Choukroun, Michel;2006;Books
BU St-Jean;En rayon;19;Les^fondamentaux du management;333257;PPN169448460;;Barabel, Michel;2013;Books
BU St-Jean;En rayon;19;Les^fondamentaux du management intégré;81184;PPN088400883;;Association française de normalisation;2005;Books
BU St-Jean;En rayon;19;Les^fondamentaux en électronique;100828;PPN111342155;;Rochette, Pierre (19..-....) (enseignant);2006;Books
BU St-Jean;En rayon;19;Les^fondateurs oubliés;81353;PPN099551284;;Ramel, Frédéric;2006;Books
BU St-Jean;En rayon;19;Les^fondements cachés de la théorie économique;6712;PPN010702563;;Corriéras, Jean-Louis;1998;Books
BU St-Jean;En rayon;19;Les^fondements de l'africanité ou Négritude et arabité;333852;PPN014766752;;Senghor, Léopold Sédar (1906-2001);1967;Books
BU St-Jean;En rayon;19;Les^fondements de l'analyse économique;339372;PPN001738410;;Samuelson, Paul Anthony (1915-2009);1971;Books
BU St-Jean;En rayon;19;Les^fondements de l'analyse économique;422035;PPN070688184;;Samuelson, Paul Anthony (1915-2009);1971;Books
BU St-Jean;En rayon;19;Les^fondements de l'entreprise;97884;PPN118244000;;Bachet, Daniel;2007;Books
BU St-Jean;En rayon;19;Les^fondements de l'économie de la santé;245551;PPN024490164;;Phelps, Charles Elliott (1943-....);1995;Books
BU St-Jean;En rayon;19;Les^fondements de l'éthologie;147994;PPN137480385;;Lorenz, Konrad (1903-1989);2009;Books
BU St-Jean;En rayon;19;Les^fondements de la comptabilité;314208;PPN160199468;;Colasse, Bernard;2012;Books
BU St-Jean;En rayon;19;Les^fondements de la crise économique en Afrique;192944;PPN00215031X;;Mahieu, François-Régis (1945-....);1990;Books
BU St-Jean;En rayon;19;Les^fondements de la macroéconomie kaleckienne;235616;PPN041590473;;Deghels, Nathalie;1996;Books
BU St-Jean;En rayon;19;Les^fondements de la psychologie sociale;36003;PPN003256987;;;1994;Books
BU St-Jean;En rayon;19;Les^fondements de la recherche qualitative;325941;PPN08521017X;;Strauss, Anselm Leonard (1916-1996);2004;Books
BU St-Jean;En rayon;19;Les^fondements de la sociologie;266683;PPN051797631;;Péquignot, Bruno (1947-....);2000;Books
BU St-Jean;En rayon;19;Les^fondements de la société d'initiation du Komo;25725;PPN002164477;;Dieterlen, Germaine (1903-1999);1972;Books
BU St-Jean;En rayon;19;Les^fondements de la stratégie;412259;PPN219947384;;Vas, Alain;2017;Books
BU St-Jean;En rayon;19;Les^fondements de la stratégie;417584;PPN005908094;;;1988;Books
BU St-Jean;En rayon;19;Les^fondements de la théorie bancaire;34555;PPN069223319;;Diatkine, Sylvie;2002;Books
BU St-Jean;En rayon;19;Les^fondements du contrôle de gestion;117159;PPN090335090;;Bouquin, Henri;2005;Books
BU St-Jean;En rayon;19;Les^fondements du contrôle de gestion;307425;PPN154800279;;Bouquin, Henri;2011;Books
BU St-Jean;En rayon;19;Les^fondements micro-économiques de la macro-économie;167391;PPN041133110;;Longhi, Christian;1982;Books
BU St-Jean;En rayon;19;Les^fondements épistémologiques et éthiques de l'éco-management;245280;PPN041609328;;Milliot-Guinn, Shawna;1996;Books
BU St-Jean;En rayon;19;Les^fonds de pension;30475;PPN059769688;;Crist, William Dale (19..-....);2002;Books
BU St-Jean;En rayon;19;Les^fonds de pension;53072;PPN004516672;;Turbot, Patrick (1949-....);1998;Books
BU St-Jean;En rayon;19;Les^fonds de pension en questions;110784;PPN124574041;;Delahousse, Laure;2008;Books
BU St-Jean;En rayon;19;Les^fonds immobiliers;125826;PPN136352693;;Tannenbaum, Philippe;2009;Books
BU St-Jean;En rayon;19;Les^fonds souverains;117279;PPN133222608;;Puel, Jean-Marc;2009;Books
BU St-Jean;En rayon;19;Les^fonds souverains;119183;PPN133196623;;Bertin-Delacour, Caroline;2009;Books
BU St-Jean;En rayon;19;Les^fonds souverains;272269;PPN147755204;;Védie, Henri-Louis;2010;Books
BU St-Jean;En rayon;19;Les^fonds souverains;306427;PPN155328735;;Rocchi, Jean-Michel;2011;Books
BU St-Jean;En rayon;19;Les^fonds structurels de l'Union européenne;112270;PPN127029613;;Pelan, Pierre;2008;Books
BU St-Jean;En rayon;19;Les^fonds structurels européens;33913;PPN059437359;;France. Délégation à l'aménagement du territoire et à l'action régionale;2001;Books
BU St-Jean;En rayon;19;Les^forces extra-orales;261575;261575;;Perrier D'Arc, Xavier;1992;Books
BU St-Jean;En rayon;19;Les^forces politiques en Allemagne;37857;PPN045282455;;Wahl, Alfred (1938-....);1999;Books
BU St-Jean;En rayon;19;Les^formations en alternance;122626;PPN002707446;;France. Délégation à la formation professionnelle;1992;Books
BU St-Jean;En rayon;19;Les^formations linguistiques en entreprise;15890;PPN051666782;;Danon, Tony (1953-....);2000;Books
BU St-Jean;En rayon;19;Les^formes d'organisation et les performances des firmes;258816;PPN043850243;;Manguila, Christian;1998;Books
BU St-Jean;En rayon;19;Les^formes de l'illégitimité intellectuelle;341631;PPN175166013;;Charron, Hélène (1979-....);2013;Books
BU St-Jean;En rayon;19;Les^formes de la violence;109564;PPN12527517X;;Crettiez, Xavier;2008;Books
BU St-Jean;En rayon;19;Les^formes du relief terrestre;153506;PPN142809470;;Derruau, Max (1920-2004);2010;Books
BU St-Jean;En rayon;19;Les^formes modernes de la démocratie;148824;PPN002631482;;;1992;Books
BU St-Jean;En rayon;19;Les^formes monarchiques du pouvoir dans l'Afrique noire précoloniale/;38274;38274;;Poirier, Jean;1970;Books
BU St-Jean;En rayon;19;Les^formes élémentaires de la pauvreté;62558;PPN08544264X;;Paugam, Serge (1960-....);2005;Books
BU St-Jean;En rayon;19;Les^formes élémentaires de la vie religieuse;209981;PPN00797969X;;Durkheim, Émile (1858-1917);1979;Books
BU St-Jean;En rayon;19;Les^formes élémentaires de la vie religieuse;324810;PPN049139010;;Durkheim, Émile (1858-1917);1998;Books
BU St-Jean;En rayon;19;Les^forêts méditerranéennes;194420;PPN00206880X;;Marchand, Henri (1920-....);1990;Books
BU St-Jean;En rayon;19;Les^fourmis d'Europe;273237;PPN002604337;;Tarrius, Alain;1992;Books
BU St-Jean;En rayon;19;Les^fourmis de l'Europe;266785;PPN009516239;;;1991;Books
BU St-Jean;En rayon;19;Les^fous du roi;53654;PPN079099432;;Tremblay, Rémi;2004;Books
BU St-Jean;En rayon;19;Les^fous, les bien-portants, les morts et les autres;64105;PPN012101338;;Blondot, François;1993;Books
BU St-Jean;En rayon;19;Les^fractures du capitalisme;254826;PPN004083989;;Thurow, Lester C. (1938-....);1997;Books
BU St-Jean;En rayon;19;Les^franc-maçonneries;102354;PPN081914067;;Galceran, Sébastien;2004;Books
BU St-Jean;En rayon;19;Les^francs-maçons;207173;PPN022856226;;Hutin, Serge (1929-1997);1960;Books
BU St-Jean;En rayon;19;Les^français fictifs;79301;PPN000042064;;Balibar, Renée (1915-1998);1974;Books
BU St-Jean;En rayon;19;Les^françaises face à la politique;45968;PPN011818662;;Dogan, Mattei (1920-2010);1955;Books
BU St-Jean;En rayon;19;Les^freins au dépistage des violences conjugales pendant la grossesse et les difficultés d’actio;411971;PPN204421926;;Lepinette, Sophie (1992-....);2016;Books
BU St-Jean;En rayon;19;"Les^frontières de l'identité nationale""";327255;PPN158037456;;Hajjat, Abdellali;2011;Books
BU St-Jean;En rayon;19;Les^frontières de la citoyenneté en Europe;147704;PPN05584717X;;Bertossi, Christophe;2001;Books
BU St-Jean;En rayon;19;Les^frontières du racisme;311742;PPN152928502;;Chebel d'Appollonia, Ariane;2011;Books
BU St-Jean;En rayon;19;Les^frères ennemis;140830;PPN002964252;;Panoff, Michel (1931-....);1993;Books
BU St-Jean;En rayon;19;Les^fusions de sociétés;308177;PPN162340044;;Chadefaux, Martial (1949-....);2012;Books
BU St-Jean;En rayon;19;Les^féministes blanches et l'empire;331844;PPN165994754;;Boggio Éwanjé-Épée, Félix;2012;Books
BU St-Jean;En rayon;19;Les^gagnants et les perdants de la mondialisation;98844;PPN119124610;;Redor, Dominique;2007;Books
BU St-Jean;En rayon;19;Les^garanties et le crédit aux entreprises;128321;PPN003012778;;Conseil national du crédit et du titre (France);1993;Books
BU St-Jean;En rayon;19;Les^gars du coin;75862;PPN091550327;;Renahy, Nicolas;2005;Books
BU St-Jean;En rayon;19;Les^gauchers;227846;PPN000735426;;Hécaen, Henry (1912-1983);1984;Books
BU St-Jean;En rayon;19;Les^gemmocraties;254220;PPN004255879;;Misser, François (1956-....);1997;Books
BU St-Jean;En rayon;19;Les^gens de la banque;167543;PPN002656361;;Grafmeyer, Yves (1945-....);1992;Books
BU St-Jean;En rayon;19;Les^gens de peu;160498;PPN002711710;;Sansot, Pierre (1928-2005);1992;Books
BU St-Jean;En rayon;19;Les^gens de rien;88329;PPN07661803X;;Gueslin, André (1950-....);2004;Books
BU St-Jean;En rayon;19;Les^gens du riz;178813;PPN004915372;;Paulme-Schaeffner, Denise (1909-1998);1954;Books
BU St-Jean;En rayon;19;Les^ghettos du Gotha;97693;PPN118427881;;Pinçon, Michel (1942-....);2007;Books
BU St-Jean;En rayon;19;Les^glossites;260732;260732;;Cazarian, Sonia;1983;Books
BU St-Jean;En rayon;19;Les^goulags de la démocratie;86281;PPN110109392;;Davis, Angela (1944-....);2006;Books
BU St-Jean;En rayon;19;Les^gourous du management;83495;PPN105006432;;Grundy, Tony;2006;Books
BU St-Jean;En rayon;19;Les^gouttières occlusales;55508;PPN080844421;;Tommasi, Julien;2004;Books
BU St-Jean;En rayon;19;Les^gouvernances de l'emploi;9990;PPN045304394;;Lallement, Michel (1962-....);1999;Books
BU St-Jean;En rayon;19;Les^graffiti de l'ombre;93911;PPN114076553;;Hameau, Philippe (1957-....);2006;Books
BU St-Jean;En rayon;19;Les^grand-mères;98108;PPN11950460X;;Lessing, Doris (1919-2013);2007;Books
BU St-Jean;En rayon;19;Les^grandes approches théoriques du système d'information;126046;PPN13521002X;;Vaujany, François-Xavier de (1974-....);2009;Books
BU St-Jean;En rayon;19;Les^grandes crises;22756;PPN058151478;;Marcel, Bruno;2001;Books
BU St-Jean;En rayon;19;Les^grandes crises;267997;PPN146513401;;Marcel, Bruno;2010;Books
BU St-Jean;En rayon;19;Les^grandes crises politiques françaises;355220;PPN180951432;;Le Monde (périodique);2014;Books
BU St-Jean;En rayon;19;Les^grandes dates de l'histoire économique et sociale de la France;352128;PPN180573217;;;2014;Books
BU St-Jean;En rayon;19;Les^grandes distorsions fiscales et monétaires en matière de financement des investissements dans;169965;PPN041215389;;Ben Fadhel, Adnen;1983;Books
BU St-Jean;En rayon;19;Les^grandes donations;141492;PPN049928899;;;1999;Books
BU St-Jean;En rayon;19;Les^grandes expériences scientifiques;250795;PPN003784002;;Rival, Michel (1954-....);1996;Books
BU St-Jean;En rayon;19;Les^grandes figures du management;268852;PPN146974875;;Mousli, Marc (19..-....) (économiste);2010;Books
BU St-Jean;En rayon;19;Les^grandes heures de l'agriculture mondiale;71051;PPN086971905;;Neveu, André (1937-....);2005;Books
BU St-Jean;En rayon;19;Les^grandes idées du management;191545;PPN002913682;;Duncan, Walter Jack (1942-....);1990;Books
BU St-Jean;En rayon;19;Les^grandes idées qui ont révolutionné la publicité;358205;PPN184216559;;Veksner, Simon;2015;Books
BU St-Jean;En rayon;19;Les^grandes idées qui ont révolutionné la publicité;411684;PPN200504479;;Veksner, Simon;2015;Books
BU St-Jean;En rayon;19;Les^grandes oeuvres politiques;24043;PPN05854190X;;Chevallier, Jean-Jacques (1900-1983);2001;Books
BU St-Jean;En rayon;19;Les^grandes philosophies;65181;PPN082099715;;Folscheid, Dominique;2004;Books
BU St-Jean;En rayon;19;Les^grandes puissances d'économie libérale, 1914-1948;192970;PPN002366347;;Crozet, Yves;1991;Books
BU St-Jean;En rayon;19;Les^grandes questions d'économie contemporaine;84886;PPN110063473;;Bienaymé, Alain (1934-....);2006;Books
BU St-Jean;En rayon;19;Les^grandes questions d'économie et de finance internationales;337793;PPN161186718;;Lemoine, Mathilde (19..-....) (économiste);2012;Books
BU St-Jean;En rayon;19;Les^grandes questions d'économie et de finance internationales;410108;PPN194358445;;Lemoine, Mathilde;2016;Books
BU St-Jean;En rayon;19;Les^grandes questions de l'économie contemporaine;36597;PPN07022580X;;Affilé, Bertrand;2003;Books
BU St-Jean;En rayon;19;Les^grandes questions de l'économie contemporaine;61637;PPN083890920;;Affilé, Bertrand;2005;Books
BU St-Jean;En rayon;19;Les^grandes questions de l'économie contemporaine;146225;PPN140225684;;Affilé, Bertrand;2010;Books
BU St-Jean;En rayon;19;Les^grandes questions de l'économie internationale;22603;PPN056055242;;;2001;Books
BU St-Jean;En rayon;19;Les^grandes questions de l'économie internationale;163915;PPN002032252;;Capul, Jean-Yves;1990;Books
BU St-Jean;En rayon;19;Les^grandes questions de l'économie internationale;259002;PPN004393139;;;1997;Books
BU St-Jean;En rayon;19;Les^grandes questions du droit économique;60586;PPN083677100;;Frison-Roche, Marie-Anne (1959-....);2005;Books
BU St-Jean;En rayon;19;Les^grandes questions internationales;332941;PPN168180200;;Briday, Laurence;2013;Books
BU St-Jean;En rayon;19;Les^grandes questions économiques et sociales;134112;PPN13771968X;;;2009;Books
BU St-Jean;En rayon;19;Les^grandes stratégies militaires appliquées aux affaires;191547;PPN002438771;;Rogers, David J.;1988;Books
BU St-Jean;En rayon;19;Les^grandes structures géologiques;106697;PPN126279349;;Debelmas, Jacques (1925-....);2008;Books
BU St-Jean;En rayon;19;Les^grandes théories économiques;13582;PPN049005391;;Saby, Bernard;2000;Books
BU St-Jean;En rayon;19;Les^grandes théories économiques;40587;PPN07231916X;;Saby, Bernard;2003;Books
BU St-Jean;En rayon;19;Les^grandes théories économiques;250104;PPN004095537;;Saby, Bernard;1997;Books
BU St-Jean;En rayon;19;Les^grandes villes et la vie de l'esprit;336236;PPN168495155;;Simmel, Georg (1858-1918);2013;Books
BU St-Jean;En rayon;19;Les^grandes voies maritimes dans le monde, XVe-XIXe siècles;77929;PPN010604154;;Colloque international d'histoire maritime;1965;Books
BU St-Jean;En rayon;19;Les^grandes économies européennes;4007;PPN045186456;;Mazier, Jacques;1999;Books
BU St-Jean;En rayon;19;Les^grandes œuvres politiques;107149;PPN002181843;;Chevallier, Jean-Jacques (1900-1983);1970;Books
BU St-Jean;En rayon;19;Les^grands arrêts de la jurisprudence administrative;304556;PPN154674761;;Long, Marceau (1926-2016);2011;Books
BU St-Jean;En rayon;19;Les^grands auteurs de la pensée économique;395752;PPN188409920;;Dostaler, Gilles (1946-2011);2015;Books
BU St-Jean;En rayon;19;Les^grands auteurs de la sociologie;66011;PPN003991229;;Mendras, Henri (1927-2003);1996;Books
BU St-Jean;En rayon;19;Les^grands auteurs en contrôle de gestion;72918;PPN09358573X;;;2005;Books
BU St-Jean;En rayon;19;Les^grands auteurs en management;131913;PPN139279687;;;2009;Books
BU St-Jean;En rayon;19;Les^grands auteurs en management international;358166;PPN180549626;;;2014;Books
BU St-Jean;En rayon;19;Les^grands auteurs en marketing;17597;PPN054306639;;;2001;Books
BU St-Jean;En rayon;19;Les^grands auteurs en organisation;66730;PPN089954203;;Scheid, Jean-Claude;2005;Books
BU St-Jean;En rayon;19;Les^grands auteurs en stratégie;101330;PPN11929379X;;;2007;Books
BU St-Jean;En rayon;19;Les^grands auteurs en économie des organisations;110724;PPN127592830;;;2008;Books
BU St-Jean;En rayon;19;Les^grands courants de la pensée économique;91100;PPN002784750;;Samuelson, Alain;1992;Books
BU St-Jean;En rayon;19;Les^grands courants de la pensée économique;422815;PPN008147701;;Samuelson, Alain;1997;Books
BU St-Jean;En rayon;19;Les^grands cycles de la conjoncture;153889;PPN002701898;;Kondratiev, Nikolaï Dmitrievitch (1892-1938);1992;Books
BU St-Jean;En rayon;19;Les^grands duels qui ont fait la France;400678;PPN182133974;;;2014;Books
BU St-Jean;En rayon;19;Les^grands débats contemporains;107500;PPN124959199;;Poupart-Lafarge, Marguerite (1969-....);2008;Books
BU St-Jean;En rayon;19;Les^grands débats européens;232858;PPN003702871;;Fries, Fabrice (1960-....);1995;Books
BU St-Jean;En rayon;19;Les^grands défis économiques de la Méditerranée;28593;PPN061540153;;Guerraoui, Driss (1952-....);2001;Books
BU St-Jean;En rayon;19;Les^grands inspirateurs de la théorie des organisations;325507;PPN163932859;;;2012;Books
BU St-Jean;En rayon;19;Les^grands patrons en France;265608;PPN144402335;;Dudouet, François-Xavier (1972-....);2010;Books
BU St-Jean;En rayon;19;Les^grands problèmes de l'économie contemporaine;18410;PPN054226937;;Labrousse, Christian;1998;Books
BU St-Jean;En rayon;19;Les^grands projets de systèmes d'information;270936;PPN07459530X;;Lafitte, Michel;2003;Books
BU St-Jean;En rayon;19;Les^grands stades;308925;PPN152113878;;;2011;Books
BU St-Jean;En rayon;19;Les^grands systèmes juridiques étrangers;153258;PPN137092628;;Carpano, Éric (1972-....);2009;Books
BU St-Jean;En rayon;19;Les^grands textes de l'économie et de la sociologie;25205;PPN059395273;;;2001;Books
BU St-Jean;En rayon;19;Les^grands textes de l'économie et de la sociologie;247019;PPN003915174;;;1996;Books
BU St-Jean;En rayon;19;Les^grands thèmes de l'économie en 500 questions;23117;PPN058592822;;Dagut, Jean-Luc;2001;Books
BU St-Jean;En rayon;19;Les^grands thèmes de la sociologie par les grands sociologues;83928;PPN048215708;;Étienne, Jean;1999;Books
BU St-Jean;En rayon;19;Les^grands économistes;20124;PPN055756417;;Heilbroner, Robert Louis (1919-2005);2001;Books
BU St-Jean;En rayon;19;Les^grands économistes;84008;PPN110604539;;Drouin, Jean-Claude (1952-....);2006;Books
BU St-Jean;En rayon;19;Les^grands économistes;124668;PPN136843883;;Drouin, Jean-Claude (1952-....);2009;Books
BU St-Jean;En rayon;19;Les^grands économistes;323999;PPN16192915X;;;2012;Books
BU St-Jean;En rayon;19;Les^grands économistes;326718;PPN161110533;;Drouin, Jean-Claude (1952-....);2012;Books
BU St-Jean;En rayon;19;Les^grands économistes contemporains;70918;PPN075020513;;Mayeur, Arnaud;2003;Books
BU St-Jean;En rayon;19;Les^graphes;399209;PPN187868743;;;2015;Books
BU St-Jean;En rayon;19;Les^greffes de sinus en implantologie;312989;PPN157200493;;Antoun, Hadi;2011;Books
BU St-Jean;En rayon;19;Les^greffes osseuses en implantologie;119032;PPN083180370;;Tulasne, Jean-François;2004;Books
BU St-Jean;En rayon;19;Les^greffes osseuses pré-implantaires;328367;PPN166404772;;Schweke, David (1989-....);2012;Books
BU St-Jean;En rayon;19;Les^groupements socio-culturels et les pouvoirs locaux dans le département des Alpes-Maritimes;238949;PPN013309064;;Amiot, Michel (1933-....);1972;Books
BU St-Jean;En rayon;19;Les^groupes d'entreprises publiques;146943;PPN001087568;;Rapp, Lucien (1954-....);1986;Books
BU St-Jean;En rayon;19;Les^groupes d'intérêt;84491;PPN105680478;;Courty, Guillaume;2006;Books
BU St-Jean;En rayon;19;Les^groupes de protection sociale;101005;PPN099592940;;Lafitte, Michel;2006;Books
BU St-Jean;En rayon;19;Les^groupes ethniques de Madagascar;141463;PPN142998400;;Poirier, Jean (1921-2009);1963;Books
BU St-Jean;En rayon;19;Les^groupes financiers français;243605;PPN003912914;;Bonin, Hubert (1950-....);1995;Books
BU St-Jean;En rayon;19;Les^groupes industriels de l'agro-alimentaire français;234257;PPN003917150;;Galliano, Danielle;1995;Books
BU St-Jean;En rayon;19;Les^groupes industriels et l'Europe;141255;PPN019671393;;Besson, Jean-François (19..-....);1962;Books
BU St-Jean;En rayon;19;Les^groupes économiques japonais;123866;PPN003238431;;Moreau, Maurice;1994;Books
BU St-Jean;En rayon;19;Les^guerres de mémoires;264505;PPN143523333;;;2010;Books
BU St-Jean;En rayon;19;Les^guerres paysannes du vingtième siècle;78335;PPN002183730;;Wolf, Eric Robert (1923-1999);1974;Books
BU St-Jean;En rayon;19;Les^guerres secrètes de la mondialisation;36396;PPN069957738;;Pichot-Duclos, Jean;2002;Books
