nb_pret;jour_pret;annee_pret;type_lecteur;date_pub;indice;titre;ppn;num;mois_pret;id_lecteur
1;Mercredi;2015;L3;2011;420;Se perfectionner en anglais;PPN156010119;336359;5;person_1814
1;Jeudi;2019;M1;2011;657;Analyse financière;PPN153143282;306055;4;person_3308
1;Mardi;2017;M2;2013;616;Urologie;PPN172394279;341192;5;person_92
1;Jeudi;2015;M2;2013;616;Urologie;PPN172394279;341192;4;person_28
1;Vendredi;2016;L3;2008;378;Fiches d'histoire des institutions publiques;PPN122752090;104171;2;person_296
1;Jeudi;2016;M2;2012;658;Méthodologie de la recherche en sciences de gestion;PPN165433108;327223;12;person_896
1;Jeudi;2016;L2;2006;910;Tourisme et terrorisme;PPN108962202;103683;3;person_4436
1;Jeudi;2017;M2;2012;658;Les^stratégies de changement;PPN161547877;314749;7;person_186
1;Mardi;2017;LC;2009;658;Le^coaching interculturel;PPN132668181;126402;1;person_514
1;Vendredi;2019;DO;2016;616;Santé publique;PPN191602205;397885;3;person_1075
1;Jeudi;2015;L1;2014;616;ORL;PPN180557599;349614;4;person_90
1;Mardi;2017;LE;2014;5;Algorithmique et programmation en Java;PPN179336363;349263;7;person_3971
1;Jeudi;2018;M2;2017;616;ECN.Pilly;PPN20399647X;411105;1;person_2045
1;Jeudi;2015;M2;2008;658;Méthodologie de la recherche;PPN127246150;112344;2;person_4437
1;Lundi;2015;M1;2011;658;Stratégique;PPN153237589;306324;11;person_592
1;Vendredi;2016;M2;2003;658;Identifiez et fidélisez vos salariés de talent;PPN074111760;42421;8;person_316
1;Jeudi;2015;M1;2012;658;Fonctions RH;PPN157910849;312926;4;person_486
1;Lundi;2017;M2;2009;658;La^gouvernance de l'entreprise;PPN135434173;126467;9;person_4438
1;Lundi;2015;M2;2014;616;Hématologie;PPN181011751;350276;9;person_934
1;Mercredi;2017;L2;2015;657;DCG épreuve 9;PPN188194991;402412;1;person_2438
1;Lundi;2018;M2;2014;616;Hématologie;PPN176615504;351979;6;person_119
1;Mardi;2016;L2;2015;658;Business plans;PPN184189292;357718;5;person_11
1;Dimanche;2019;LE;2013;5;Sécurité informatique et réseaux;PPN171344464;333780;1;person_1166
1;Samedi;2019;M2;2013;658;Le^contrôle de gestion;PPN176131671;401119;3;person_349
1;Lundi;2015;L3;2014;657;Comptabilité approfondie;PPN180806556;348445;1;person_1145
1;Lundi;2019;M2;2018;658;Finance d'entreprise;PPN229904599;421948;3;person_247
1;Mardi;2018;M2;2018;616;Référentiel de médecine vasculaire et de chirurgie vasculaire;PPN230043054;422202;12;person_1610
1;Lundi;2017;M2;2008;658;La^Saga Coca-Cola;PPN125110472;128304;1;person_1385
1;Vendredi;2019;M2;2016;616;Néphrologie;PPN191070076;397927;5;person_1329
1;Jeudi;2018;M2;2016;616;Annales ECN 2013, 2014, 2015;PPN191594806;399697;6;person_213
1;Mercredi;2016;DO;1991;658;Décisions et organisations;PPN002268787;245670;3;person_983
1;Lundi;2017;L1;2005;658;Knowledge management;PPN092812686;73527;9;person_1087
1;Samedi;2016;L2;2006;658;Le^tourisme d'affaires;PPN092632521;71591;2;person_166
1;Samedi;2015;M2;2012;658;Fusions, acquisitions;PPN158491343;314216;4;person_3319
1;Mercredi;2016;L2;2014;657;Comptabilité générale;PPN177536659;348452;12;person_463
1;Vendredi;2016;DO;2002;379;La^démocratisation de l'enseignement;PPN067202004;58815;12;person_1059
1;Lundi;2015;M2;2011;376;La^lettre de motivation en anglais;PPN150702604;281453;10;person_1431
1;Mercredi;2018;M2;2005;658;Management des compétences;PPN085566519;62993;12;person_3897
1;Samedi;2019;M1;2004;658;Méthode de négociation;PPN080588492;60503;2;person_2344
1;Lundi;2016;L3;2005;658;Théorie des organisations;PPN092117252;347232;9;person_1745
1;Jeudi;2016;M2;2013;658;Méthode de conduite du changement;PPN171183223;395108;12;person_801
1;Mercredi;2016;L3;2013;658;Analyse financière;PPN167721526;348456;4;person_251
1;Jeudi;2016;DO;1972;944;L'idée coloniale en France de 1871 à 1962;PPN002190540;230776;6;person_4439
1;Mardi;2015;M1;2007;658;Esprit d'équipe, motivation et performance;PPN117179590;97116;12;person_573
1;Mercredi;2016;LC;2014;428;Écrire en anglais professionnel;PPN181828782;356542;9;person_151
1;Mercredi;2017;M2;2014;616;Hépato-gastroentérologie;PPN181873540;357570;5;person_1503
1;Lundi;2018;L3;2005;658;Ressources humaines et gestion des personnes;PPN085694371;82502;5;person_584
1;Mardi;2019;LE;2010;420;Préparation au TOEIC ®;PPN14826686X;314139;1;person_2487
1;Jeudi;2015;M2;2010;610;Sémiologie médicale;PPN14775142X;270663;9;person_461
1;Jeudi;2016;M2;2014;616;Cardiologie;PPN183604342;355184;6;person_28
1;Samedi;2015;M2;2001;658;La^gestion stratégique des coûts;PPN056103336;22357;1;person_3583
1;Mardi;2016;M1;2015;659;Les^fiches outils du webmarketing;PPN184947561;357724;3;person_985
1;Lundi;2017;M2;2015;616;Gynécologie, obstétrique;PPN184541840;356805;9;person_119
1;Mardi;2017;M2;2017;616;Gynécologie obstétrique;PPN199125821;408653;6;person_797
1;Mardi;2018;L1;2009;658;Market;PPN136065767;126058;12;person_414
1;Dimanche;2017;M2;2013;616;Hépato-gastro-entérologie;PPN17498510X;352881;1;person_572
1;Mardi;2015;L3;2009;158;Prévenir le harcèlement moral et la souffrance au travail;PPN139626565;139670;6;person_4440
1;Jeudi;2016;DO;2012;658;Méthodologie de la recherche en sciences de gestion;PPN165433108;327223;9;person_1312
1;Dimanche;2016;M1;2008;658;Management et marketing du luxe;PPN12523144X;128827;4;person_744
1;Lundi;2016;L1;2014;616;Pédiatrie;PPN180898116;349630;2;person_3169
1;Mardi;2018;M2;2007;658;The^Ernst & Young business plan guide;PPN127120513;150445;12;person_102
1;Mercredi;2015;M1;2002;658;Recruter;PPN059907967;28675;6;person_595
1;Vendredi;2016;L2;2013;657;Comptabilité générale;PPN171240081;339982;1;person_1
1;Vendredi;2016;M1;2009;658;La^communication touristique des territoires;PPN13295785X;265630;10;person_622
1;Mercredi;2015;M1;2012;374;Maîtriser son expression écrite;PPN163454701;324725;11;person_125
1;Mercredi;2017;DO;2008;658;Méthodologie de la recherche;PPN127246150;112344;3;person_824
1;Samedi;2017;M2;2016;616;LCA en anglais;PPN194986810;404397;4;person_26
1;Jeudi;2018;M1;2017;910;Le^tourisme;PPN204444160;413297;3;person_1850
1;Lundi;2016;M6;2015;616;ECN.Pilly;PPN188221468;360378;1;person_370
1;Dimanche;2015;M2;2014;616;Hématologie;PPN181011751;350276;5;person_73
1;Mercredi;2015;M2;2013;616;Santé publique, médecine légale, médecine du travail;PPN175158169;341203;12;person_28
1;Mardi;2016;DO;2007;658;La^main invisible des puissances;PPN114614784;92136;12;person_3636
1;Mardi;2018;M2;2004;658;Les^clés de l'équité dans l'entreprise;PPN079423175;56036;11;person_1729
1;Samedi;2015;M1;2009;658;Les^entreprises responsables de la société ?;PPN139161511;141015;4;person_121
1;Dimanche;2017;L3;2012;658;Management de la qualité;PPN164666036;325829;4;person_11
1;Vendredi;2017;L3;1991;658;Management interculturel;PPN002262231;193231;6;person_560
1;Dimanche;2017;M1;2002;658;Votre association & Internet;PPN074152610;37737;3;person_1070
1;Jeudi;2016;M1;2012;616;Imagerie médicale;PPN165720204;329510;11;person_119
1;Mercredi;2017;M1;2016;616;La^LCA en 1000 questions isolées;PPN194975215;404792;3;person_119
1;Mardi;2018;M1;2012;420;50 règles essentielles, TOEIC-TOEFL;PPN166553514;348224;7;person_3861
1;Samedi;2017;L3;2015;658;Management stratégique;PPN188368930;361509;4;person_666
1;Vendredi;2015;LC;2004;658;Tableaux de bord sociaux;PPN078825040;57766;2;person_1246
1;Mercredi;2018;L3;2010;371;Les^métiers de la finance;PPN143215655;148061;3;person_626
1;Lundi;2017;M2;2009;658;Contrôle de gestion;PPN131142291;116930;11;person_89
1;Jeudi;2016;M1;2015;616;Réussite LCA;PPN183455908;354885;3;person_232
1;Vendredi;2017;L3;2010;657;L'essentiel de l'analyse financière;PPN140728643;145412;12;person_2838
1;Jeudi;2019;M1;2012;658;Nouveau management du capital humain;PPN161839657;324008;2;person_3373
1;Vendredi;2015;L3;2015;616;Endocrinologie, diabétologie et nutrition;PPN183609735;354874;5;person_934
1;Samedi;2018;L2;2004;657;Comptabilité générale;PPN076772268;52026;9;person_1970
1;Mercredi;2015;DO;2005;658;RH, les apports de la psychologie du travail;PPN095337245;72795;6;person_2549
1;Jeudi;2019;DO;2000;910;Les^guides imprimés du XVIe au XXe siècle;PPN05164407X;24991;7;person_2716
1;Jeudi;2019;DO;2012;658;Management de projet;PPN162100418;327696;2;person_1494
1;Vendredi;2016;M1;2014;616;Néphrologie;PPN18110587X;350269;5;person_25
1;Mardi;2019;M1;2010;658;Pratique du lean;PPN14283467X;264475;4;person_2404
1;Mercredi;2015;M2;2006;658;Controlor & auditor;PPN101590938;77563;2;person_914
1;Mercredi;2019;M2;2011;658;Le^processus de réalisation d'un mémoire ou d'une thèse en marketing;PPN153749865;306089;5;person_18
1;Mercredi;2016;M2;2010;658;La^communication de crise;PPN146646525;268765;9;person_231
1;Jeudi;2017;M2;2014;616;Dossiers transversaux;PPN183559274;355948;6;person_133
1;Mercredi;2019;L2;2007;658;Théories des organisations;PPN11975990X;100123;4;person_4441
1;Vendredi;2016;M2;2009;658;Génération QE;PPN137309376;150463;3;person_1135
1;Vendredi;2017;M2;2004;658;Le^guide du chef de projet;PPN075061821;41760;7;person_16
1;Mercredi;2018;M2;2007;658;La^communication financière;PPN120881098;101910;10;person_102
1;Vendredi;2016;DO;2011;658;L'essentiel du diagnostic financier;PPN156726343;348454;12;person_1635
1;Mercredi;2018;L2;2013;420;TOEIC;PPN170361810;348222;4;person_2538
1;Jeudi;2019;L2;2018;796;L'épopée des stations de ski;PPN231057601;425114;3;person_4442
1;Lundi;2016;EC;2013;5;Ergonomie des interfaces;PPN168376318;352412;2;person_1882
1;Mardi;2019;L3;2014;657;Comptabilité;PPN178611646;349360;5;person_426
1;Mardi;2018;L1;2011;658;Comportements organisationnels;PPN153479701;309302;3;person_414
1;Lundi;2017;LE;2015;658;Relevez le défi de l'innovation de rupture;PPN190117273;398497;1;person_384
1;Vendredi;2015;DO;2012;658;Méthodologie de la recherche en sciences de gestion;PPN165433108;327223;9;person_1744
1;Mercredi;2016;L1;2010;611;Gray's anatomie pour les étudiants;PPN145349764;266717;10;person_1049
1;Jeudi;2015;DO;2013;658;Le^plan de communication;PPN169720306;347271;2;person_1406
1;Vendredi;2016;M2;2014;616;ORL;PPN180557599;349614;1;person_1095
1;Lundi;2016;M2;2011;658;Les^business angels;PPN152511229;307454;9;person_1212
1;Lundi;2018;L3;2011;658;DSCG 2;PPN155930907;339209;9;person_1209
1;Mercredi;2016;DO;2009;658;La^gouvernance de l'entreprise;PPN135434173;126467;10;person_163
1;Dimanche;2017;LC;2016;657;DCG 9;PPN193485907;403236;5;person_1723
1;Mercredi;2017;M1;2005;658;Le^management dans les organisations publiques;PPN083469273;71708;5;person_2711
1;Lundi;2017;M1;2014;616;Rhumatologie;PPN183440277;355839;1;person_119
1;Vendredi;2018;M2;2012;658;Le^marketing territorial;PPN159789931;314201;4;person_935
1;Samedi;2015;LE;2010;657;DCG 10;PPN145199983;265618;5;person_362
1;Jeudi;2017;M2;2015;658;La^communication de crise;PPN185163106;401477;10;person_4078
1;Mercredi;2018;M1;2014;658;Communication des associations;PPN175920923;400670;3;person_164
1;Dimanche;2015;M6;2014;616;Santé publique, médecine légale, médecine du travail;PPN183539907;354865;10;person_1249
1;Mercredi;2016;M1;2010;658;Analyse financière;PPN146744861;309936;11;person_1614
1;Jeudi;2016;M2;1987;659;Sponsoring et mécénat;PPN020878419;145151;6;person_1510
1;Lundi;2019;L1;2010;658;Strategic market management;PPN149186991;421259;6;person_3083
1;Mercredi;2016;M1;2007;910;Tourisme durable en montagne;PPN121621022;103981;9;person_931
1;Mercredi;2017;L3;2012;658;DCG 6;PPN164065768;339206;2;person_1159
1;Dimanche;2015;M2;2010;610;Guide complet de l'ECG;PPN148121349;269998;12;person_1711
1;Mercredi;2015;L1;2011;658;Management;PPN155114557;314193;2;person_3388
1;Samedi;2016;M2;2014;616;Hématologie, onco-hématologie;PPN182082962;352985;3;person_288
1;Jeudi;2017;L1;2011;658;Management;PPN155114557;314193;10;person_446
1;Jeudi;2017;L3;2012;657;Les^fondements de la comptabilité;PPN160199468;314208;12;person_1045
1;Jeudi;2016;M2;2013;616;Dermatologie, vénérologie;PPN172300002;336426;1;person_213
1;Mercredi;2017;DO;2012;658;La^gestion de projet;PPN162443218;325511;1;person_580
1;Mercredi;2016;L3;2010;658;La^finance en 100 fiches;PPN146906527;268007;11;person_438
1;Lundi;2016;M2;2014;910;Tourisme et développement durable en France;PPN183291891;356929;2;person_71
1;Mercredi;2016;L2;2008;657;Comptabilité générale;PPN126076391;110793;12;person_463
1;Dimanche;2016;M1;2014;616;Néphrologie;PPN18110587X;350269;3;person_570
1;Mardi;2015;DO;2004;658;Manager par les compétences;PPN078808472;62968;1;person_257
1;Jeudi;2015;L3;2010;658;Les^études de marché;PPN146646762;268760;2;person_722
1;Lundi;2017;LE;2012;420;60 étapes pour réussir en anglais;PPN163956804;324907;3;person_891
1;Mardi;2018;M1;2006;658;Toute la fonction ressources humaines;PPN104915072;83494;5;person_1110
1;Samedi;2018;L1;2004;570;Physiologie végétale;PPN080620728;55263;3;person_1557
1;Lundi;2016;M1;2014;658;Comportements organisationnels;PPN178546569;395652;4;person_1702
1;Samedi;2015;L1;2014;616;Gériatrie;PPN181662590;352194;2;person_190
1;Mardi;2017;L1;2012;658;Makers;PPN166167762;337803;9;person_4443
1;Samedi;2017;M2;2009;158;La^souffrance au travail;PPN137099835;129365;11;person_363
1;Dimanche;2016;L1;2015;616;Annales Maloine ECN-internat 2002-2014;PPN184282837;355838;2;person_242
1;Mardi;2018;M2;2009;658;Gouvernance d'entreprise;PPN136100953;126484;12;person_3161
1;Jeudi;2016;M2;2014;658;Méthodes de recherche en management;PPN179373145;350916;10;person_1250
1;Mercredi;2017;L3;2007;658;DCG 11;PPN118819348;101310;2;person_2602
1;Lundi;2015;L1;2012;616;Réanimation et urgences;PPN163666725;324914;4;person_1282
1;Samedi;2016;M1;2014;616;Neurologie;PPN180545434;349615;3;person_2128
1;Vendredi;2019;DO;2015;658;La^gestion des talents;PPN188272623;407595;4;person_2116
1;Samedi;2018;LE;2015;616;Pneumologie;PPN187907579;360458;2;person_1685
1;Mercredi;2017;PU;2016;658;Strategor;PPN19327227X;401704;1;person_282
1;Lundi;2015;M1;2009;658;Hôtellerie de luxe;PPN133834107;341784;4;person_716
1;Samedi;2016;M1;1988;658;Audit marketing;PPN001238116;142947;1;person_1958
1;Lundi;2017;M2;2016;616;ORL, chirurgie cervico-faciale;PPN191561487;397886;5;person_588
1;Mardi;2016;L2;2005;658;Théorie des organisations;PPN084976136;71710;4;person_4444
1;Lundi;2016;M2;2010;658;Le^contrôle de gestion;PPN144532077;265621;3;person_189
1;Mercredi;2015;M2;2008;657;L'essentiel de l'analyse financière;PPN124394442;105535;10;person_678
1;Lundi;2016;L2;2015;657;Normes comptables internationales IFRS;PPN188425934;394757;12;person_1631
1;Jeudi;2018;EC;1990;658;Savoir rédiger ses lettres;PPN00200920X;198918;1;person_1730
1;Samedi;2016;L2;2007;658;Le^management relationnel;PPN117593559;98893;2;person_166
1;Vendredi;2017;PU;2010;658;Management;PPN14720903X;269862;6;person_1553
1;Mardi;2016;M1;2003;370;L'école et le défi ethnique;PPN074160362;44057;12;person_65
1;Dimanche;2015;M1;2003;152;Évaluation et prise en charge des troubles mnésiques;PPN072713917;69940;10;person_552
1;Samedi;2017;M1;2015;616;Rhumatologie;PPN183640691;354876;4;person_119
1;Vendredi;2015;M2;2012;420;Réussir le TOEIC;PPN164020918;324494;1;person_962
1;Mardi;2017;M2;2005;658;Comportement organisationnel;PPN092772536;75135;7;person_573
1;Dimanche;2016;M2;2011;657;Exercices corrigés de comptabilité générale;PPN154469009;307415;12;person_818
1;Mardi;2016;M1;2014;616;Hépato-gastro-entérologie et chirurgie viscérale;PPN180898566;350422;11;person_119
1;Vendredi;2015;L1;2011;616;Annales ECN;PPN151660522;280182;3;person_683
1;Vendredi;2018;LC;2009;658;La^responsabilité sociale des entreprises;PPN133297489;122415;9;person_644
1;Mercredi;2015;M2;2014;616;Neurologie;PPN181280744;351766;6;person_1851
1;Mardi;2018;M1;2012;658;Le^management éthique;PPN158514831;312927;9;person_3042
1;Samedi;2017;M2;2008;658;Le^management public en mutation;PPN123280451;103510;4;person_3599
1;Vendredi;2018;M1;2015;616;Réussite à la LCA;PPN189570393;395698;3;person_1988
1;Vendredi;2017;M2;2014;616;Cancérologie, onco-hématologie;PPN18268315X;355842;3;person_82
1;Mercredi;2016;M1;2001;658;L'analyse stratégique;PPN054200628;30243;12;person_729
1;Lundi;2015;M2;2006;658;La^négociation commerciale en pratique;PPN103664300;77296;1;person_275
1;Dimanche;2015;M1;2012;658;Management de l'innovation;PPN164223703;340941;3;person_2416
1;Dimanche;2019;L2;2013;658;La^communication interne;PPN17074454X;401482;3;person_2756
1;Mercredi;2016;L3;2011;658;Finance d'entreprise;PPN153599359;306320;9;person_241
1;Vendredi;2015;M1;2014;420;200 % TOEIC;PPN178454478;348219;3;person_4017
1;Samedi;2017;M2;2008;658;Réussir le changement;PPN124722660;127062;2;person_2891
1;Vendredi;2019;L1;2015;519;Probabilités et statistiques appliquées;PPN184906776;356857;5;person_358
1;Mardi;2017;M1;2016;616;LCA L'entraînement;PPN196994330;405871;4;person_172
1;Jeudi;2016;M2;1997;658;La^grande distribution en Europe;PPN008128383;6443;5;person_1101
1;Lundi;2015;M1;1999;658;Le^one to one en pratique;PPN048486868;13437;5;person_2647
1;Mercredi;2015;M1;2010;658;La^communication de crise;PPN146646525;268765;5;person_716
1;Vendredi;2017;M2;2013;420;Nouveau TOEIC®;PPN172665825;342609;3;person_592
1;Mercredi;2015;M2;2008;658;Management du sport;PPN126291802;112626;4;person_974
1;Lundi;2015;L3;2012;658;DCG 11;PPN161494072;339203;1;person_4033
1;Lundi;2017;L3;2009;370;Choisir son école;PPN136524184;331832;1;person_4034
1;Lundi;2019;M1;2018;616;Hépato-gastro-entérologie, chirurgie digestive;PPN231492669;422779;1;person_235
1;Samedi;2018;M2;2014;616;Hématologie, onco-hématologie;PPN17726862X;351972;4;person_1881
1;Vendredi;2015;L2;2009;657;Comptabilité générale;PPN136887171;140567;12;person_1
1;Mardi;2016;M2;2012;616;Neurologie;PPN164628312;325634;1;person_92
1;Lundi;2018;M2;2017;616;Pédiatrie;PPN20465064X;411381;10;person_82
1;Samedi;2015;M2;2012;658;Retour d'expérience en gestion des connaissances;PPN164154760;324019;1;person_4445
1;Mardi;2017;M2;2007;659;Parrainage, mécénat et fondations d'entreprise;PPN120469154;101900;8;person_1306
1;Vendredi;2018;M2;2017;616;Dermatologie;PPN223698334;415692;3;person_119
1;Lundi;2016;M1;2005;658;Management des compétences;PPN087297906;66617;5;person_1173
1;Dimanche;2015;M1;2012;658;Gestion financière de l'entreprise;PPN16017676X;314108;3;person_1812
1;Lundi;2019;L2;2017;657;Plan comptable général;PPN203948866;410566;3;person_1512
1;Samedi;2016;LE;2007;658;DCG 6;PPN118226878;101303;2;person_3657
1;Lundi;2017;PU;2016;658;New;PPN191422487;398498;3;person_3559
1;Mardi;2016;M2;2012;658;Marketing management;PPN161734359;316380;6;person_287
1;Vendredi;2016;PU;2008;658;Intelligence émotionnelle et management;PPN130837881;115323;9;person_523
1;Lundi;2018;M1;2008;658;Intelligence émotionnelle et management;PPN130837881;115323;11;person_581
1;Jeudi;2015;M2;2008;658;Intelligence émotionnelle et management;PPN130837881;115323;10;person_1135
1;Lundi;2018;M2;2013;616;Santé publique;PPN167606263;330532;9;person_119
1;Jeudi;2016;M2;2015;616;Cancérologie;PPN188096930;361035;2;person_213
1;Jeudi;2016;M2;2010;658;Maîtriser les coûts et les performances cachés;PPN142968811;264478;1;person_434
1;Mercredi;2019;M1;1986;658;Audit et contrôle interne;PPN001072757;245694;6;person_85
1;Mercredi;2018;L3;2016;577;Écologie;PPN195451198;404268;4;person_2282
1;Vendredi;2018;M1;2015;658;La^prévention des risques psychosociaux;PPN188125299;394752;8;person_2312
1;Vendredi;2017;LE;2011;658;Développer un produit innovant avec les méthodes agiles;PPN156560275;407641;8;person_221
1;Samedi;2016;LE;2012;658;Management;PPN164098909;339205;1;person_742
1;Samedi;2015;L1;2011;616;Dossiers de pneumologie;PPN156421879;308902;4;person_469
1;Vendredi;2015;M1;2012;616;Hépato-gastro entérologie;PPN171230752;332000;1;person_90
1;Lundi;2019;DO;2017;657;Introduction à la comptabilité;PPN204184347;411745;5;person_485
1;Mercredi;2015;M1;2003;658;Luxe...;PPN074150723;39189;10;person_744
1;Samedi;2017;M2;2007;658;Les^clés de la motivation au travail;PPN11343622X;90911;4;person_128
1;Vendredi;2018;M2;2017;658;Analyse financière;PPN204564344;411735;10;person_4446
1;Jeudi;2015;L1;2013;616;Total ECN imagerie;PPN172752116;277691;5;person_454
1;Samedi;2019;M1;2014;658;Management des entreprises du tourisme;PPN180418343;352431;5;person_1519
1;Vendredi;2018;L3;2006;658;Management;PPN104616377;82319;2;person_846
1;Samedi;2018;L1;2017;616;Ophtalmologie;PPN204333822;411137;1;person_4300
1;Samedi;2016;L1;2013;616;Cardiologie, pathologies vasculaires;PPN168101750;331999;4;person_242
1;Lundi;2018;M2;2017;158;Une seconde d'avance;PPN220026823;411789;8;person_2106
1;Samedi;2016;M1;2010;658;La^logistique;PPN14281413X;153289;1;person_665
1;Mardi;2015;L2;2000;362;Les^inégalités sociales de santé;PPN052298345;19788;10;person_2281
1;Mercredi;2017;LC;2013;420;Maîtriser la grammaire anglaise;PPN170714462;342608;9;person_151
1;Mardi;2015;M2;2009;658;Le^coaching;PPN132818507;122664;6;person_4447
1;Vendredi;2016;M2;2004;158;Les^dimensions humaines du travail;PPN079995020;56912;4;person_1857
1;Dimanche;2018;L3;2007;658;Sponsoring sportif;PPN117716863;97123;5;person_2729
1;Vendredi;2017;M2;2016;616;Rhumatologie;PPN194973433;405922;6;person_741
1;Lundi;2019;L3;2018;658;Management des systèmes d'information et de la transformation digitale;PPN231007434;423400;6;person_2778
1;Mardi;2015;M1;2010;420;Préparation au TOEIC ®;PPN14826686X;314139;1;person_4448
1;Mardi;2016;LC;1995;658;Méthodes de communication interpersonnelle;PPN045516960;2658;11;person_514
1;Dimanche;2018;LE;2010;570;Biologie cellulaire et moléculaire;PPN142962562;146380;1;person_219
1;Vendredi;2015;M1;2010;420;Full stop !;PPN144264595;152898;11;person_413
1;Vendredi;2018;M2;2013;658;L'essentiel de l'analyse financière;PPN171224124;337168;12;person_1442
1;Jeudi;2015;M2;2014;616;Chirurgie maxillo-faciale et stomatologie;PPN181036649;351161;11;person_1095
1;Mercredi;2016;M1;2015;616;Rhumatologie;PPN189191155;394776;4;person_25
1;Mercredi;2015;L1;1991;658;301 great management ideas from America's most innovative small companies;PPN045349959;263466;10;person_2098
1;Mercredi;2015;DO;2012;616;Réanimation et urgences;PPN163666725;324914;2;person_612
1;Jeudi;2016;M1;2013;420;Le^guide officiel du test TOEFL®;PPN167933086;330402;2;person_524
1;Mardi;2018;M2;2014;616;Dermatologie;PPN183581873;357661;2;person_119
1;Lundi;2018;M1;2014;657;DSCG 4;PPN18122576X;358185;3;person_820
1;Mercredi;2016;LE;2012;658;Fonctions RH;PPN157910849;312926;4;person_338
1;Dimanche;2019;L3;2018;658;La^transformation digitale des entreprises;PPN228540240;422166;1;person_2354
1;Samedi;2016;DO;2007;658;100 fiches pour comprendre la stratégie de l'entreprise;PPN113396872;90350;11;person_2195
1;Jeudi;2016;L3;2005;658;Les^nouveaux marketings;PPN087217813;71659;2;person_2372
1;Mardi;2018;LE;2016;657;Comptabilité générale;PPN194987809;403119;11;person_589
1;Mardi;2015;LE;2012;657;Précis de comptabilité anglo-saxonne;PPN158749960;316090;10;person_638
1;Mardi;2015;M2;2012;616;Hépato-gastro-entérologie;PPN164994017;325633;5;person_28
1;Mercredi;2016;M2;2012;616;Psychiatrie;PPN164375406;326182;2;person_136
1;Mardi;2015;M2;2013;616;Pneumologie;PPN171357299;338380;12;person_2395
1;Mercredi;2016;M1;2012;659;Communication institutionnelle;PPN161229514;316388;2;person_2586
1;Mardi;2015;M2;2014;616;Cardiologie et pathologies vasculaires;PPN180620207;351202;10;person_213
1;Jeudi;2018;M2;2017;616;Cardiologie maladies vasculaires;PPN197766471;407015;5;person_178
1;Mardi;2019;L1;2011;610;Santé publique;PPN157483282;310924;1;person_2383
1;Vendredi;2016;PU;2008;375;Les^100 mots de la culture générale;PPN128826819;112436;4;person_1474
1;Samedi;2016;L1;2014;616;Pédiatrie;PPN180898116;349630;12;person_127
1;Vendredi;2017;M1;2015;616;Cardiologie;PPN183659562;350427;12;person_4449
1;Vendredi;2017;M1;2004;158;Ergonomie;PPN081813503;264324;8;person_3713
1;Mercredi;2017;M2;2011;374;Réussir un mémoire de fin de cycle;PPN155532065;306463;10;person_304
1;Lundi;2017;M2;2014;706;Le^marché de l'art;PPN179253042;353308;5;person_710
1;Mercredi;2016;M1;2000;658;Gérer et décider en situation de crise;PPN052735494;16210;3;person_823
1;Mardi;2019;M1;2007;910;L'écotourisme, entre l'arbre et l'écorce;PPN107825554;84247;2;person_1699
1;Lundi;2018;L3;2017;658;Analyse financière;PPN202642054;410106;10;person_832
1;Vendredi;2017;L1;2014;510;Mathématiques;PPN179288601;349430;4;person_1551
1;Jeudi;2018;M1;2010;658;Optimiser sa communication digitale;PPN148090036;270931;5;person_981
1;Mercredi;2016;M2;2000;158;Introduction to work and organizational psychology;PPN052233057;107371;5;person_427
1;Lundi;2016;M1;2014;616;ORL, chirurgie maxillo-faciale stomatologie;PPN178773956;351916;6;person_119
1;Mardi;2016;M1;2009;658;Piloter le processus achat;PPN131372386;117265;7;person_787
1;Vendredi;2019;M2;2008;658;Le^management public en mutation;PPN123280451;103510;4;person_964
1;Dimanche;2015;M2;2012;374;Méthodologie de la thèse et du mémoire;PPN160474701;327227;5;person_2070
1;Lundi;2017;DO;2012;658;Identifier son style de management préférentiel;PPN160608252;314189;6;person_1271
1;Samedi;2018;M2;2008;658;Contrôle de gestion;PPN124330207;104875;12;person_2577
1;Mercredi;2016;M1;2012;420;Tests complets pour le TOEIC®;PPN163778337;324908;9;person_4450
1;Samedi;2018;M2;2014;616;Rhumatologie;PPN180901915;350424;1;person_25
1;Mercredi;2017;M2;2015;616;Endocrinologie, diabétologie et nutrition;PPN183609735;354874;11;person_136
1;Jeudi;2017;LC;2009;658;Le^e-marketing à l'heure du web 2.0;PPN131558951;121239;7;person_1147
1;Vendredi;2018;M2;2006;658;Réconcilier la stratégie et l'opérationnel;PPN113573227;89641;3;person_346
1;Lundi;2017;L1;2015;610;Total UE4 en QCM;PPN190763957;397837;9;person_4451
1;Jeudi;2016;M1;2014;616;Neurologie;PPN182023826;352993;6;person_26
1;Mercredi;2015;M1;2011;375;Collectivités territoriales;PPN150621035;309595;1;person_2667
1;Vendredi;2017;M2;2017;420;Nouveau TOEIC ®;PPN201875810;409769;9;person_1498
1;Mardi;2015;M1;2013;420;Préparer et réussir le TOEIC®;PPN17135303X;338648;1;person_4448
1;Jeudi;2017;LC;2016;658;Tout sur les systèmes d'information;PPN191539635;401291;3;person_537
1;Lundi;2017;M2;2003;658;Reporting et contrôle budgétaire;PPN074479210;47317;3;person_628
1;Dimanche;2018;L2;2015;530;Physique;PPN187110271;361251;11;person_3508
1;Mardi;2015;M2;2010;658;La^communication de crise;PPN146646525;268765;2;person_808
